SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,TotalServices,AvgMonthlySpend,ChargePerService,IsLongTerm,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2 Years,tenure_group_2-4 Years,tenure_group_4-6 Years
1,0.9305555555555555,0.0681592039800995,0.19078582967920613,0,0.25,0.011097889739646875,0.025168276265730205,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0.3055555555555555,0.36716417910447763,0.13700092314793447,1,0.375,0.031156005778136774,0.2155399473222125,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0.4583333333333333,0.15721393034825865,0.12637318255250404,0,0.25,0.01698483288990737,0.12993854258121157,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0.06944444444444445,0.01691542288557213,0.01018347565197323,0,0.125,0.006236681773162459,0.0816505706760316,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.027777777777777776,0.01691542288557213,0.002232864066466651,0,0.125,0.002545094390587953,0.0816505706760316,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.0,0.7109452736318408,0.7293445649665359,0,1.0,0.05593665550159173,0.08135791630084871,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
0,0.125,0.021393034825870627,0.019074544195707362,0,0.125,0.006646057804856089,0.08955223880597013,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.9305555555555555,0.0800995024875622,0.1927186706669744,0,0.25,0.011275318975394716,0.03921568627450983,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0.2222222222222222,0.663681592039801,0.15687168243711055,1,0.375,0.051783207955891634,0.4771729587357332,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0,0.1111111111111111,0.024378109452736302,0.013708746826678973,0,0.125,0.004397891093170062,0.0948200175592625,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.06944444444444445,0.24875621890547261,0.02310177705977383,1,0.5,0.019676460878177617,0.03511852502194912,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
0,0.3194444444444444,0.29950248756218906,0.12097276713593355,1,0.25,0.025413427773942805,0.2973368451858356,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
0,0.013888888888888888,0.6099502487562188,0.007010154627279021,1,0.25,0.022035475254359376,0.662569505414106,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0.6944444444444444,0.5253731343283582,0.395343872605585,1,0.125,0.042039253349528544,0.9789288849868306,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,0.2361111111111111,0.011940298507462671,0.0404165705054235,0,0.125,0.008153506007583265,0.07287093942054435,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0.9444444444444444,0.9208955223880596,0.8694668820678514,0,0.875,0.07223923678486098,0.21773485513608426,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1
0,0.013888888888888888,0.6592039800995024,0.007581352411723978,1,0.375,0.02381824184399292,0.47322212467076386,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0.3472222222222222,0.507960199004975,0.2070505423494115,0,0.125,0.04361567781838499,0.9482001755926251,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0.9305555555555555,0.309452736318408,0.38109277636741284,0,0.5,0.02856751932742845,0.07796312554872697,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
0,0.4444444444444444,0.020895522388059695,0.07947149780752366,0,0.125,0.00882815974505401,0.08867427568042147,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0.9305555555555555,0.8691542288557214,0.8185264251096238,0,0.75,0.06872266839446846,0.2611313181989213,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1
1,1.0,0.4597014925373134,0.5333833371797831,0,0.75,0.03918008031124618,0.05468456039132075,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
0,0.986111111111111,0.8990049751243779,0.8853104084929609,1,0.875,0.07032724071350682,0.2080772607550483,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1
0,0.013888888888888888,0.31492537313432833,0.0035887375951996307,0,0.25,0.011356883459887751,0.31548141644717587,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.6388888888888888,0.11990049751243781,0.1570851603969536,1,0.125,0.014536208016255502,0.26338893766461813,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.027777777777777776,0.12089552238805967,0.006906300484652667,1,0.125,0.012269275788589096,0.26514486391571557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.013888888888888888,0.27014925373134324,0.003069466882067851,1,0.125,0.009736186560220895,0.5285338015803336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.6666666666666666,0.4716417910447761,0.3549330717747519,0,0.5,0.038877125327155995,0.19244951712028097,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0
0,0.8472222222222222,0.8462686567164178,0.7500057696745904,0,0.75,0.06911468705737017,0.24959237426313807,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
0,0.4444444444444444,0.6557213930348259,0.2962324024924994,1,0.375,0.04983015423905007,0.4701492537313433,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.027777777777777776,0.2606965174129353,0.007373644126471267,0,0.125,0.013241693928389208,0.5118525021949079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.041666666666666664,0.014925373134328346,0.004621509346872836,1,0.125,0.0039827125664035545,0.07813871817383672,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.06944444444444445,0.6681592039800995,0.04697669051465497,1,0.375,0.044515141510849676,0.4811237928007024,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,0.986111111111111,0.7129353233830846,0.7297369028386799,0,1.0,0.056839440959612644,0.08213832796800313,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
0,0.5138888888888888,0.36616915422885565,0.23216593584121856,0,0.375,0.03187907642391492,0.2146619841966637,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0.9027777777777777,0.854228855721393,0.7709727671359335,0,0.75,0.06650805300824811,0.2536059199799322,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1
0,0.9305555555555555,0.8791044776119402,0.8338218324486499,0,0.75,0.07012674273467004,0.2661482503449141,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
0,0.6805555555555555,0.5666666666666667,0.4222824832679437,1,0.25,0.04637546144842283,0.6116476441322798,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.6944444444444444,0.5199004975124378,0.40016732056312027,0,0.625,0.0426296248563353,0.14398595258999125,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
0,0.3472222222222222,0.013432835820895522,0.04527463651050081,0,0.125,0.004775745878420028,0.07550482879719056,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0.2361111111111111,0.3741293532338309,0.10601200092314794,1,0.375,0.030901287553648075,0.22168568920105358,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0.8888888888888888,0.057711442786069655,0.1777463651050081,0,0.25,0.010663169778389322,0.012876792508048018,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
0,0.3472222222222222,0.1975124378109453,0.10980844680360029,0,0.25,0.020269331197030113,0.17734855136084288,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0
1,0.3194444444444444,0.8771144278606965,0.2844103392568659,1,0.75,0.067922206548816,0.26514486391571557,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0
1,0.3333333333333333,0.15920398009950248,0.09339949226863606,0,0.25,0.01724757645787689,0.13227977758267484,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,0.5138888888888888,0.8139303482587064,0.43754327255942765,0,0.625,0.06561610966399764,0.3169446883230904,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
0,0.29166666666666663,0.5014925373134329,0.17013616432033235,0,0.125,0.04227454168929004,0.9367866549604918,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0.013888888888888888,0.2741293532338308,0.0031156242787906754,0,0.125,0.00988024850685795,0.5355575065847235,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.1388888888888889,0.572139303482587,0.08752596353565659,0,0.25,0.04428486067190711,0.6180860403863038,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.08333333333333333,0.6582089552238807,0.062029771520886234,1,0.375,0.05063434419657597,0.4723441615452152,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.7083333333333333,0.7776119402985074,0.5645338102930995,0,0.625,0.061413561677675255,0.29558091893473804,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1
0,0.1388888888888889,0.02288557213930348,0.019449573044080314,0,0.125,0.0056533400271207524,0.09218612818261634,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.08333333333333333,0.32537313432835824,0.03332564043387953,0,0.5,0.02503762332088513,0.0892010535557507,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,0.6527777777777778,0.7189054726368159,0.4961400876990538,0,1.0,0.058188270956511315,0.0844795629694664,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
0,0.8472222222222222,0.6084577114427862,0.5540906992845603,0,0.875,0.04938981826701612,0.07989464442493421,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1
0,0.7222222222222222,0.4029850746268656,0.3484594968843757,0,0.625,0.03468132806540776,0.07521217442200762,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1
0,0.4861111111111111,0.4099502487562189,0.24441495499653823,0,0.5,0.03614154086257092,0.14890254609306414,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0.986111111111111,0.8701492537313432,0.8600680821601662,0,0.75,0.06813879968386408,0.2616330114135207,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
0,0.08333333333333333,0.37810945273631835,0.042730210016155096,1,0.375,0.03342408664297077,0.22519754170324846,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.625,0.3487562189054726,0.26280290791599353,0,0.375,0.029341921374016918,0.19929762949956104,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0.027777777777777776,0.6696517412935323,0.01946111239326102,1,0.375,0.03839250877877488,0.4824407374890255,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0.05555555555555555,0.5014925373134329,0.0279771520886222,1,0.5,0.03102133917584562,0.2135206321334504,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0.027777777777777776,0.06019900497512437,0.00226748211400877,0,0.0,0.002617125363906482,0.5847234416154522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.05555555555555555,0.5930348258706467,0.03235633510270021,1,0.25,0.036488490050721814,0.6426690079016681,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0.7083333333333333,0.4144278606965174,0.3490422340180014,0,0.5,0.03554543838465926,0.15206321334503953,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0.8333333333333333,0.056716417910447736,0.17165935841218558,0,0.25,0.011173263519706919,0.011706175007316355,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0.125,0.018905472636815884,0.016720516962843292,0,0.125,0.005176625949158137,0.08516242317822648,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.041666666666666664,0.8666666666666666,0.03513154858066005,1,0.75,0.05159518592994989,0.25987708516242314,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0.2361111111111111,0.7701492537313434,0.18707592891760905,0,0.625,0.059013375751573185,0.2911911033069945,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
0,0.1111111111111111,0.6845771144278606,0.08577198246018926,1,0.375,0.05437938313474795,0.49561018437225635,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0.6388888888888888,0.6243781094527363,0.44167435956612044,0,0.75,0.052333311834727246,0.13771478740750032,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0
0,0.9444444444444444,0.6388059701492538,0.649411493191784,0,0.875,0.0523315460430594,0.09328358208955229,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
0,0.013888888888888888,0.35074626865671643,0.004004154165705054,1,0.25,0.012653440979621237,0.35762364647351474,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0.05555555555555555,0.02238805970149252,0.0069524578813754895,0,0.125,0.004773252498574386,0.09130816505706763,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.013888888888888888,0.0681592039800995,0.000726978998384491,1,0.0,0.0024250427683904082,0.6128182616330115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.38888888888888884,0.3597014925373134,0.1728363720286176,0,0.375,0.031054870835838726,0.208955223880597,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
0,0.5416666666666666,0.4014925373134328,0.25452342487883683,0,0.375,0.03344338065368109,0.24582967515364362,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
0,0.15277777777777776,0.6621890547263681,0.10038656819755366,0,0.375,0.04673309523094932,0.47585601404740996,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0.986111111111111,0.4293532338308458,0.4952169397645973,0,0.625,0.03650719809518094,0.0907228563067018,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1
0,0.027777777777777776,0.021393034825870627,0.0027809831525501963,0,0.125,0.0036855848014646286,0.08955223880597013,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.41666666666666663,0.6109452736318408,0.2707535195015001,1,0.375,0.04834130288927466,0.43064091308165064,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
0,0.2361111111111111,0.018905472636815884,0.03863951073159474,0,0.125,0.007537241013635864,0.08516242317822648,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0.7638888888888888,0.7582089552238807,0.583233325640434,0,0.625,0.058638786106597285,0.2841673983026046,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
0,0.8055555555555555,0.6124378109452736,0.5201996307408262,0,0.375,0.04865183554352102,0.43195785776997364,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.06944444444444445,0.3577114427860697,0.033400646203554124,1,0.375,0.030391068159308508,0.20719929762949962,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.013888888888888888,0.011940298507462671,7.500576967459007e-05,1,0.125,0.00039016777214202075,0.07287093942054435,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0.125,0.5552238805970149,0.07611931687052852,0,0.25,0.042254569464869905,0.598185542873866,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.3611111111111111,0.30746268656716413,0.14060696976690515,0,0.25,0.026394016093586912,0.30670178519168867,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0.6944444444444444,0.011442786069651711,0.11598776828986847,0,0.125,0.00784713897564188,0.07199297629499557,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1.0,0.9492537313432835,0.9420666974382645,0,1.0,0.07412644971584359,0.174812213442591,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
0,0.5972222222222222,0.873134328358209,0.5208285252711747,0,0.75,0.06758196933772433,0.26313809105731845,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0
0,0.7777777777777777,0.07661691542288557,0.16446457419801525,0,0.25,0.011633634041585253,0.03511852502194912,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0.013888888888888888,0.008457711442786064,3.4618047542118394e-05,0,0.125,0.00026411356883459906,0.06672519754170331,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.0,0.8472636815920399,0.8485864297253635,1,0.75,0.06613298512881088,0.25009406747773744,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1
0,1.0,0.8189054726368158,0.8430994691899377,0,0.75,0.06566379707657856,0.23579581086165813,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1
0,0.5,0.7676616915422886,0.39873067159012227,0,0.5,0.06102029277994944,0.4014047410008781,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
0,0.06944444444444445,0.5661691542288557,0.04313985691207016,0,0.625,0.040523425072781304,0.17120280948200178,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0.18055555555555555,0.6587064676616915,0.11998615278098315,1,0.5,0.047850861584767174,0.3244951712028096,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
1,0.611111111111111,0.7054726368159204,0.4583371797830602,0,0.5,0.057264623788228955,0.35750658472344166,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,0.9722222222222222,0.8920398009950249,0.8604950380798524,0,0.875,0.06922920517794484,0.2050043898156278,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
0,0.611111111111111,0.01243781094527363,0.0942418647588276,0,0.125,0.0067589063297217805,0.07374890254609306,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0.4444444444444444,0.6736318407960199,0.3011539349180706,1,0.375,0.050761100000272855,0.4859525899912204,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0,0.9583333333333333,0.06666666666666665,0.19611700900069237,0,0.25,0.011067216045756816,0.02341235001463271,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1,0.2222222222222222,0.40945273631840795,0.11598199861527811,1,0.375,0.036768987135056316,0.2528533801580334,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1,0.9444444444444444,0.01243781094527363,0.13555850450034618,0,0.125,0.005844948110296125,0.07374890254609306,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0.2222222222222222,0.5144278606965175,0.1369374567274406,0,0.125,0.04446358993190602,0.9596136962247587,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0,0.9444444444444444,0.6427860696517412,0.6643953381029309,0,0.75,0.05368708544674211,0.14699611187758688,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
0,0.05555555555555555,0.007462686567164173,0.006935148857604431,0,0.125,0.004751643206578831,0.06496927129060581,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.3611111111111111,0.20497512437810944,0.11612624048003695,0,0.375,0.020734249060429324,0.07243195785777001,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0.40277777777777773,0.12288557213930351,0.09664781906300486,1,0.125,0.013946396950688798,0.26865671641791045,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0.06944444444444445,0.020895522388059695,0.011908608354488807,0,0.125,0.008031453525015757,0.08867427568042147,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.9722222222222222,0.763681592039801,0.7597622894068774,0,0.625,0.060372946282394396,0.2873865964296166,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0.3333333333333333,0.5587064676616916,0.1954881144703439,0,0.625,0.04273789729583723,0.16681299385425813,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1,1.0,0.5990049751243781,0.6535252711747057,0,0.875,0.049453374540093346,0.07572431957857773,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1
0,0.013888888888888888,0.5577114427860697,0.006404338795291945,0,0.25,0.020144662204748042,0.601112086625695,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.9722222222222222,0.3263681592039801,0.41730325409646896,0,0.5,0.0302645066956256,0.08990342405618962,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1
0,0.5,0.009452736318407956,0.07894068774521118,0,0.125,0.007069093764372736,0.06848112379280069,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.5277777777777778,0.8089552238805969,0.4287387491345488,1,0.625,0.06235481256940485,0.3140181445712613,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0
0,0.2361111111111111,0.5149253731343283,0.1298984537272098,1,0.125,0.03918484948527868,0.9604916593503073,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0.5694444444444444,0.9039800995024875,0.5118220632356335,0,0.875,0.06977657535597452,0.21027216856892011,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0
0,0.013888888888888888,0.2691542288557213,0.0030579275328871443,1,0.125,0.00970017107356163,0.5267778753292361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.027777777777777776,0.11542288557213931,0.006554350334641125,1,0.125,0.01153696089318407,0.2554872695346796,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.19444444444444442,0.5791044776119403,0.12678859912300947,0,0.25,0.04705063177166182,0.6262803628914253,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0.027777777777777776,0.7646766169154228,0.01863027925225017,1,0.625,0.03666376541913024,0.2879719051799824,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
0,0.013888888888888888,0.015422885572139305,0.00011539349180706175,1,0.125,0.0005162219754494433,0.07901668129938544,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.18055555555555555,0.5427860696517413,0.10515231940918532,0,0.75,0.04123687471326957,0.09657594381036,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0
0,0.08333333333333333,0.006965174129353213,0.010541195476575123,0,0.125,0.004719743775537767,0.06409130816505709,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.05555555555555555,0.5810945273631841,0.03632587122086315,1,0.25,0.041444221015036475,0.6286215978928885,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.06944444444444445,0.8049751243781095,0.05149434571890146,1,0.625,0.04921516251988357,0.3116769095697982,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
0,0.20833333333333331,0.8308457711442786,0.1904684975767367,0,0.625,0.06854047240313337,0.3268949370793093,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0
0,0.6527777777777778,0.5691542288557214,0.406912070159243,0,0.25,0.04658453134847986,0.614574187884109,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.1111111111111111,0.45621890547263677,0.055994691899376885,0,0.5,0.033726502396030304,0.18156277436347668,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
0,0.2361111111111111,0.07363184079601987,0.04862681744749597,0,0.0,0.011000730314035034,0.6321334503950834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,0.20833333333333331,0.5656716417910447,0.13071197784444957,0,0.25,0.04522719769500886,0.6104770266315481,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0.3611111111111111,0.772139303482587,0.28346988229863834,0,0.625,0.05942288517395815,0.29236172080772604,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
0,0.3194444444444444,0.3597014925373134,0.14198592199399954,0,0.375,0.030878777874486032,0.208955223880597,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.05555555555555555,0.5422885572139303,0.034496884375721217,0,0.25,0.03916083916083917,0.5829675153643548,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.40277777777777773,0.015920398009950265,0.0595718901453958,0,0.125,0.006231879708274557,0.07989464442493421,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
